account_id,account_number,customer_id,product_id,branch_id,open_date,close_date,account_status,currency,current_balance,account_type
AC02087,95876200002087,CU00443,PR002,BR009,2023-04-01,,DORMANT,INR,143037.11,SAVINGS
AC02088,76801500002088,CU00454,PR004,BR006,2023-01-19,,ACTIVE,INR,174876.23,CURRENT
AC02089,83654200002089,CU02098,PR003,BR010,2022-01-25,,ACTIVE,INR,25788.12,SAVINGS
AC02090,58154100002090,CU02673,PR001,BR008,2024-09-18,2025-09-02,CLOSED,INR,69665.36,SAVINGS
AC02091,94053400002091,CU01283,PR002,BR008,2024-06-04,2025-02-01,CLOSED,INR,114302.73,SAVINGS
AC02092,37809400002092,CU01921,PR004,BR001,2019-08-01,,ACTIVE,INR,7975.67,CURRENT
AC02093,67080600002093,CU00579,PR009,BR003,2019-12-21,,ACTIVE,INR,114671.86,FIXED_DEPOSIT
AC02094,62139800002094,CU04280,PR005,BR010,2024-08-30,,DORMANT,INR,212010.53,CURRENT
AC02095,86643900002095,CU04545,PR005,BR002,2024-08-31,,ACTIVE,INR,79112.61,CURRENT
AC02096,74372800002096,CU03093,PR009,BR003,2020-05-22,2023-01-24,CLOSED,INR,209830.92,FIXED_DEPOSIT
AC02097,85166900002097,CU03627,PR009,BR005,2018-11-08,2023-04-30,CLOSED,INR,186663.28,FIXED_DEPOSIT
AC02098,66938700002098,CU02167,PR001,BR002,2023-07-03,2024-06-26,CLOSED,INR,249285.10,SAVINGS
AC02099,92141800002099,CU02076,PR003,BR006,2018-07-30,,ACTIVE,INR,165812.36,SAVINGS
AC02100,64971400002100,CU00309,PR004,BR004,2020-11-05,,DORMANT,INR,123657.77,CURRENT
AC02101,38416600002101,CU04629,PR007,BR006,2022-10-02,,ACTIVE,INR,246159.22,FIXED_DEPOSIT
AC02102,19896100002102,CU03454,PR007,BR008,2024-03-01,2026-08-29,CLOSED,INR,241773.18,FIXED_DEPOSIT
AC02103,33175000002103,CU01950,PR002,BR010,2018-02-23,,ACTIVE,INR,65786.56,SAVINGS
AC02104,73167700002104,CU04595,PR006,BR006,2025-01-29,,DORMANT,INR,51612.89,CURRENT
AC02105,50715700002105,CU00034,PR008,BR008,2023-12-31,,ACTIVE,INR,83302.54,FIXED_DEPOSIT
AC02106,26096500002106,CU00899,PR008,BR007,2024-02-23,,DORMANT,INR,1928.37,FIXED_DEPOSIT
AC02107,92989300002107,CU02323,PR003,BR002,2018-12-02,,ACTIVE,INR,458.96,SAVINGS
AC02108,24554800002108,CU02881,PR007,BR005,2020-11-08,,ACTIVE,INR,49.01,FIXED_DEPOSIT
AC02109,50716800002109,CU02919,PR006,BR010,2021-01-03,2022-11-12,CLOSED,INR,21373.78,CURRENT
AC02110,35518300002110,CU03706,PR005,BR010,2018-03-18,2022-04-28,CLOSED,INR,12782.21,CURRENT
AC02111,24128700002111,CU02110,PR008,BR003,2021-10-21,,DORMANT,INR,17704.46,FIXED_DEPOSIT
AC02112,68340800002112,CU01214,PR008,BR007,2018-04-15,,DORMANT,INR,202800.29,FIXED_DEPOSIT
AC02113,51850500002113,CU01887,PR007,BR003,2021-11-03,,DORMANT,INR,51999.07,FIXED_DEPOSIT
AC02114,52626900002114,CU00728,PR007,BR007,2020-12-30,2025-12-05,CLOSED,INR,108878.76,FIXED_DEPOSIT
AC02115,10991600002115,CU03209,PR009,BR004,2025-05-13,,ACTIVE,INR,2970.58,FIXED_DEPOSIT
AC02116,93495900002116,CU00163,PR001,BR002,2022-02-15,,ACTIVE,INR,5686.42,SAVINGS
AC02117,84132100002117,CU00669,PR007,BR001,2025-06-11,,ACTIVE,INR,1539.11,FIXED_DEPOSIT
AC02118,16761100002118,CU01303,PR003,BR006,2024-09-22,,ACTIVE,INR,113318.00,SAVINGS
AC02119,20899400002119,CU00412,PR006,BR002,2020-05-30,,ACTIVE,INR,25906.96,CURRENT
AC02120,91492700002120,CU04597,PR008,BR004,2024-07-10,,DORMANT,INR,106884.70,FIXED_DEPOSIT
AC02121,90968500002121,CU04127,PR005,BR006,2021-12-29,2026-06-29,CLOSED,INR,14544.32,CURRENT
AC02122,34124700002122,CU04799,PR006,BR006,2025-12-05,2026-08-29,CLOSED,INR,112381.62,CURRENT
AC02123,98830800002123,CU01726,PR002,BR008,2021-02-05,,DORMANT,INR,246914.71,SAVINGS
AC02124,31825900002124,CU03714,PR001,BR007,2023-07-14,,DORMANT,INR,64204.68,SAVINGS
AC02125,79962700002125,CU04650,PR008,BR003,2022-03-29,,DORMANT,INR,45711.72,FIXED_DEPOSIT
AC02126,45663800002126,CU04838,PR006,BR001,2024-09-19,,ACTIVE,INR,111186.96,CURRENT
AC02127,65939300002127,CU02997,PR008,BR008,2020-03-23,,ACTIVE,INR,132006.34,FIXED_DEPOSIT
AC02128,31264600002128,CU04107,PR008,BR005,2022-11-15,,ACTIVE,INR,66687.63,FIXED_DEPOSIT
AC02129,14658800002129,CU01147,PR003,BR007,2019-07-23,2024-08-12,CLOSED,INR,68993.16,SAVINGS
AC02130,58319100002130,CU04036,PR007,BR008,2024-03-03,,DORMANT,INR,45747.46,FIXED_DEPOSIT
AC02131,87589400002131,CU04338,PR008,BR009,2024-12-09,2026-08-21,CLOSED,INR,48994.91,FIXED_DEPOSIT
AC02132,45311000002132,CU03809,PR004,BR003,2021-03-29,2024-06-15,CLOSED,INR,112046.00,CURRENT
AC02133,51154600002133,CU03404,PR004,BR006,2025-01-29,,ACTIVE,INR,13761.69,CURRENT
AC02134,17905000002134,CU03826,PR007,BR004,2024-09-01,,ACTIVE,INR,33350.29,FIXED_DEPOSIT
AC02135,96492100002135,CU00926,PR003,BR010,2025-01-15,2026-08-22,CLOSED,INR,202035.04,SAVINGS
AC02136,77553400002136,CU02438,PR006,BR003,2018-03-26,,ACTIVE,INR,53728.82,CURRENT
AC02137,64647900002137,CU00573,PR007,BR010,2019-06-08,,DORMANT,INR,166517.59,FIXED_DEPOSIT
AC02138,46789500002138,CU04703,PR008,BR004,2018-02-20,2021-09-25,CLOSED,INR,46347.63,FIXED_DEPOSIT
AC02139,65810800002139,CU04284,PR005,BR006,2020-08-15,,ACTIVE,INR,68632.65,CURRENT
AC02140,72661500002140,CU03989,PR006,BR003,2020-06-03,,DORMANT,INR,92153.73,CURRENT
AC02141,13753100002141,CU03132,PR002,BR005,2018-09-20,,ACTIVE,INR,36663.18,SAVINGS
AC02142,17882400002142,CU03609,PR003,BR010,2021-08-19,,DORMANT,INR,188109.37,SAVINGS
AC02143,77664100002143,CU00686,PR006,BR004,2021-10-29,,DORMANT,INR,78547.15,CURRENT
AC02144,95166300002144,CU01836,PR003,BR003,2025-12-02,,DORMANT,INR,179579.65,SAVINGS
AC02145,18534300002145,CU03133,PR001,BR008,2018-12-18,,ACTIVE,INR,56303.39,SAVINGS
AC02146,47452100002146,CU01128,PR006,BR006,2025-10-01,2026-08-26,CLOSED,INR,11530.70,CURRENT
AC02147,99452300002147,CU00070,PR009,BR009,2025-10-04,2026-08-26,CLOSED,INR,143973.80,FIXED_DEPOSIT
AC02148,95445100002148,CU04219,PR004,BR003,2023-08-10,,DORMANT,INR,153810.76,CURRENT
AC02149,84603700002149,CU00828,PR008,BR004,2019-10-07,,DORMANT,INR,128663.59,FIXED_DEPOSIT
AC02150,24486300002150,CU03584,PR008,BR010,2023-08-25,,DORMANT,INR,43386.46,FIXED_DEPOSIT
AC02151,74497000002151,CU04692,PR004,BR010,2019-08-27,,ACTIVE,INR,20429.89,CURRENT
AC02152,71844700002152,CU01069,PR007,BR009,2022-11-16,,ACTIVE,INR,49899.24,FIXED_DEPOSIT
AC02153,23417700002153,CU03659,PR008,BR009,2020-12-11,,DORMANT,INR,42200.26,FIXED_DEPOSIT
AC02154,38602400002154,CU03724,PR004,BR008,2018-03-17,,ACTIVE,INR,362.40,CURRENT
AC02155,58094800002155,CU01973,PR007,BR007,2020-04-23,,ACTIVE,INR,66026.81,FIXED_DEPOSIT
AC02156,91269600002156,CU01032,PR004,BR005,2022-08-07,,ACTIVE,INR,23107.61,CURRENT
AC02157,48549900002157,CU00368,PR002,BR006,2022-01-02,,DORMANT,INR,218397.47,SAVINGS
AC02158,77151700002158,CU03166,PR005,BR006,2020-12-21,,ACTIVE,INR,4237.86,CURRENT
AC02159,38150900002159,CU04960,PR008,BR004,2024-05-23,,DORMANT,INR,154793.66,FIXED_DEPOSIT
AC02160,54209600002160,CU02619,PR002,BR003,2025-04-19,,ACTIVE,INR,131322.85,SAVINGS
AC02161,54928100002161,CU01145,PR003,BR004,2018-05-29,2022-06-27,CLOSED,INR,225389.81,SAVINGS
AC02162,72850300002162,CU01918,PR004,BR008,2021-06-18,,DORMANT,INR,119951.54,CURRENT
AC02163,21367600002163,CU01486,PR001,BR008,2018-07-26,2019-07-19,CLOSED,INR,44486.40,SAVINGS
AC02164,15979700002164,CU02069,PR006,BR003,2019-02-14,,ACTIVE,INR,16963.34,CURRENT
AC02165,15962700002165,CU04509,PR006,BR003,2022-10-12,2026-08-29,CLOSED,INR,91759.44,CURRENT
AC02166,16007100002166,CU02585,PR001,BR008,2023-04-11,,DORMANT,INR,32872.64,SAVINGS
AC02167,88406600002167,CU01076,PR001,BR008,2019-11-25,,ACTIVE,INR,110081.50,SAVINGS
AC02168,31709000002168,CU01968,PR003,BR003,2021-05-01,,ACTIVE,INR,32954.40,SAVINGS
AC02169,12646800002169,CU00478,PR003,BR006,2023-06-07,,ACTIVE,INR,97470.42,SAVINGS
AC02170,51164000002170,CU04203,PR005,BR008,2019-02-19,,DORMANT,INR,63130.68,CURRENT
AC02171,27103300002171,CU03237,PR004,BR010,2024-10-06,,ACTIVE,INR,68946.78,CURRENT
AC02172,79500800002172,CU00911,PR005,BR010,2024-01-31,,DORMANT,INR,31993.64,CURRENT
AC02173,69225900002173,CU01725,PR001,BR004,2019-06-06,,ACTIVE,INR,9412.65,SAVINGS
AC02174,51736100002174,CU00380,PR009,BR007,2018-04-14,2022-03-18,CLOSED,INR,190119.21,FIXED_DEPOSIT
AC02175,17108100002175,CU03026,PR001,BR007,2025-07-10,,DORMANT,INR,223769.18,SAVINGS
AC02176,33929500002176,CU03178,PR006,BR006,2024-08-08,,DORMANT,INR,83052.80,CURRENT
AC02177,67543400002177,CU00620,PR007,BR001,2024-10-05,2026-08-17,CLOSED,INR,191214.20,FIXED_DEPOSIT
AC02178,88372500002178,CU01208,PR007,BR008,2025-09-27,,ACTIVE,INR,74777.89,FIXED_DEPOSIT
AC02179,98458700002179,CU03174,PR007,BR003,2019-03-25,,DORMANT,INR,199196.80,FIXED_DEPOSIT
AC02180,14699600002180,CU00229,PR008,BR002,2020-02-14,,ACTIVE,INR,3752.51,FIXED_DEPOSIT
AC02181,11275700002181,CU02612,PR003,BR009,2018-09-10,2021-11-26,CLOSED,INR,144710.07,SAVINGS
AC02182,26135400002182,CU00291,PR008,BR007,2021-12-16,2022-10-20,CLOSED,INR,176371.02,FIXED_DEPOSIT
AC02183,72304100002183,CU02125,PR004,BR008,2018-03-02,,ACTIVE,INR,79672.51,CURRENT
AC02184,30524600002184,CU03341,PR007,BR008,2018-07-28,2021-03-09,CLOSED,INR,192274.22,FIXED_DEPOSIT
AC02185,56901900002185,CU00165,PR006,BR009,2024-10-09,2026-08-21,CLOSED,INR,38857.49,CURRENT
AC02186,13395200002186,CU04452,PR002,BR003,2019-02-15,,ACTIVE,INR,3798.99,SAVINGS
AC02187,57846000002187,CU03776,PR005,BR009,2021-03-20,,ACTIVE,INR,33951.72,CURRENT
AC02188,70047900002188,CU00971,PR007,BR007,2021-03-07,2024-10-15,CLOSED,INR,32536.07,FIXED_DEPOSIT
AC02189,66930900002189,CU00352,PR007,BR005,2025-09-25,,ACTIVE,INR,9038.61,FIXED_DEPOSIT
AC02190,36326900002190,CU04426,PR002,BR009,2025-01-14,2026-08-23,CLOSED,INR,101214.28,SAVINGS
AC02191,97275600002191,CU00029,PR005,BR008,2025-05-06,2026-08-24,CLOSED,INR,246593.82,CURRENT
AC02192,83724500002192,CU02797,PR005,BR007,2021-09-20,,DORMANT,INR,136835.64,CURRENT
AC02193,98628300002193,CU03427,PR008,BR006,2023-09-20,,ACTIVE,INR,34489.05,FIXED_DEPOSIT
AC02194,50554900002194,CU01603,PR001,BR006,2023-10-22,,DORMANT,INR,73176.50,SAVINGS
AC02195,12124200002195,CU04382,PR009,BR010,2021-10-12,,ACTIVE,INR,53388.31,FIXED_DEPOSIT
AC02196,58581200002196,CU03114,PR004,BR001,2022-03-22,,DORMANT,INR,30978.25,CURRENT
AC02197,99299300002197,CU04299,PR004,BR004,2018-08-10,2019-09-30,CLOSED,INR,95137.73,CURRENT
AC02198,36001900002198,CU02282,PR002,BR006,2021-07-11,,ACTIVE,INR,10875.04,SAVINGS
AC02199,55282100002199,CU02877,PR007,BR006,2020-11-08,,ACTIVE,INR,454.41,FIXED_DEPOSIT
AC02200,78499100002200,CU02690,PR005,BR005,2024-04-11,2025-01-25,CLOSED,INR,157405.12,CURRENT
AC02201,35729000002201,CU03922,PR004,BR010,2020-11-18,,ACTIVE,INR,4944.19,CURRENT
AC02202,62061800002202,CU03742,PR004,BR009,2019-09-19,2021-03-14,CLOSED,INR,83506.02,CURRENT
AC02203,24799900002203,CU00951,PR007,BR001,2019-01-05,,DORMANT,INR,192270.13,FIXED_DEPOSIT
AC02204,88490500002204,CU03654,PR006,BR008,2025-11-26,2026-08-24,CLOSED,INR,54103.22,CURRENT
AC02205,62376200002205,CU03115,PR004,BR006,2021-10-22,,ACTIVE,INR,1488.19,CURRENT
AC02206,40832100002206,CU02425,PR009,BR001,2022-06-22,2024-06-13,CLOSED,INR,239021.95,FIXED_DEPOSIT
AC02207,85518900002207,CU00139,PR004,BR009,2018-05-09,2019-10-22,CLOSED,INR,36201.58,CURRENT
AC02208,56400000002208,CU01532,PR006,BR008,2022-06-01,2026-05-16,CLOSED,INR,154745.91,CURRENT
AC02209,25963100002209,CU03891,PR006,BR007,2018-05-28,,ACTIVE,INR,13407.95,CURRENT
AC02210,49215500002210,CU02148,PR004,BR007,2024-12-08,,ACTIVE,INR,140719.18,CURRENT
AC02211,19847700002211,CU01806,PR009,BR010,2022-12-04,,ACTIVE,INR,134662.88,FIXED_DEPOSIT
AC02212,16535300002212,CU01329,PR006,BR006,2025-03-12,,ACTIVE,INR,81884.06,CURRENT
AC02213,48420200002213,CU03198,PR001,BR004,2021-06-11,2022-09-04,CLOSED,INR,94012.78,SAVINGS
AC02214,21864600002214,CU03631,PR003,BR002,2021-07-30,,DORMANT,INR,91711.93,SAVINGS
AC02215,29467200002215,CU04246,PR003,BR010,2023-05-02,,ACTIVE,INR,58465.49,SAVINGS
AC02216,78743900002216,CU02812,PR008,BR006,2019-07-27,,DORMANT,INR,191971.90,FIXED_DEPOSIT
AC02217,19111800002217,CU00835,PR009,BR006,2018-03-27,2022-08-14,CLOSED,INR,6281.21,FIXED_DEPOSIT
AC02218,83886100002218,CU02566,PR001,BR008,2018-12-26,2021-06-30,CLOSED,INR,199068.02,SAVINGS
AC02219,49112100002219,CU03643,PR002,BR002,2022-06-06,,ACTIVE,INR,348116.65,SAVINGS
AC02220,54716800002220,CU04481,PR006,BR008,2021-11-21,,ACTIVE,INR,744.06,CURRENT
AC02221,47159000002221,CU00654,PR001,BR002,2018-02-01,,ACTIVE,INR,245416.15,SAVINGS
AC02222,48016300002222,CU02482,PR003,BR009,2023-11-23,,ACTIVE,INR,34212.31,SAVINGS
AC02223,72558500002223,CU04869,PR007,BR008,2020-01-04,,DORMANT,INR,1164.31,FIXED_DEPOSIT
AC02224,59166400002224,CU00343,PR001,BR006,2022-08-22,,DORMANT,INR,32676.37,SAVINGS
AC02225,28989100002225,CU01202,PR002,BR003,2022-02-14,2024-09-22,CLOSED,INR,193811.15,SAVINGS
AC02226,78517100002226,CU02606,PR008,BR004,2018-11-24,2019-08-28,CLOSED,INR,167619.98,FIXED_DEPOSIT
AC02227,70220400002227,CU01438,PR004,BR009,2025-02-13,,DORMANT,INR,116009.26,CURRENT
AC02228,41658200002228,CU04796,PR002,BR002,2020-04-09,,DORMANT,INR,64101.26,SAVINGS
AC02229,22202900002229,CU03971,PR006,BR001,2023-05-01,,DORMANT,INR,93268.94,CURRENT
AC02230,27816900002230,CU03157,PR008,BR006,2023-01-05,2026-03-31,CLOSED,INR,217682.68,FIXED_DEPOSIT
AC02231,23309500002231,CU01066,PR004,BR002,2024-08-13,,DORMANT,INR,167815.96,CURRENT
AC02232,20427100002232,CU03223,PR007,BR004,2024-11-21,2025-10-03,CLOSED,INR,108001.65,FIXED_DEPOSIT
AC02233,20131100002233,CU02778,PR008,BR003,2024-08-03,,ACTIVE,INR,332834.56,FIXED_DEPOSIT
AC02234,92422300002234,CU02235,PR003,BR005,2025-07-21,,DORMANT,INR,42515.71,SAVINGS
AC02235,71644000002235,CU03435,PR007,BR007,2023-03-06,,ACTIVE,INR,297.01,FIXED_DEPOSIT
AC02236,68566000002236,CU04342,PR003,BR002,2022-07-16,2026-06-02,CLOSED,INR,94228.64,SAVINGS
AC02237,51252200002237,CU03055,PR001,BR002,2020-01-13,,ACTIVE,INR,110661.17,SAVINGS
AC02238,98115200002238,CU00939,PR005,BR010,2023-11-18,2024-12-16,CLOSED,INR,63508.10,CURRENT
AC02239,47968100002239,CU00015,PR004,BR008,2020-06-16,2024-06-22,CLOSED,INR,32130.48,CURRENT
AC02240,13797100002240,CU04233,PR004,BR002,2020-02-22,,ACTIVE,INR,178886.87,CURRENT
AC02241,14162400002241,CU00238,PR007,BR007,2019-05-13,,DORMANT,INR,103865.07,FIXED_DEPOSIT
AC02242,94962600002242,CU03219,PR006,BR004,2023-06-10,,ACTIVE,INR,498.15,CURRENT
AC02243,44689800002243,CU01674,PR001,BR009,2020-09-09,2023-02-02,CLOSED,INR,10350.15,SAVINGS
AC02244,71420700002244,CU00133,PR009,BR008,2020-08-19,,DORMANT,INR,55764.37,FIXED_DEPOSIT
AC02245,19088600002245,CU04785,PR009,BR005,2019-10-26,2025-01-27,CLOSED,INR,132771.72,FIXED_DEPOSIT
AC02246,91269300002246,CU02151,PR002,BR003,2021-05-28,,ACTIVE,INR,52797.08,SAVINGS
AC02247,91719700002247,CU04911,PR009,BR005,2025-01-27,,ACTIVE,INR,24037.98,FIXED_DEPOSIT
AC02248,55861000002248,CU04350,PR007,BR005,2024-04-16,,ACTIVE,INR,285688.08,FIXED_DEPOSIT
AC02249,45837600002249,CU03309,PR007,BR003,2022-04-29,2023-10-05,CLOSED,INR,153833.01,FIXED_DEPOSIT
AC02250,43894100002250,CU00601,PR004,BR010,2024-05-22,,ACTIVE,INR,51689.76,CURRENT
AC02251,36765100002251,CU01990,PR003,BR008,2025-04-12,2026-08-28,CLOSED,INR,133884.85,SAVINGS
AC02252,19545500002252,CU03010,PR002,BR008,2018-08-17,,ACTIVE,INR,9553.72,SAVINGS
AC02253,99986100002253,CU01925,PR006,BR001,2020-09-18,,ACTIVE,INR,20904.70,CURRENT
AC02254,33805700002254,CU04262,PR007,BR004,2021-02-17,2023-05-20,CLOSED,INR,147105.75,FIXED_DEPOSIT
AC02255,48265000002255,CU04619,PR004,BR008,2024-04-11,2026-08-29,CLOSED,INR,201828.83,CURRENT
AC02256,45762200002256,CU03163,PR008,BR008,2018-09-30,2021-12-12,CLOSED,INR,56580.85,FIXED_DEPOSIT
AC02257,85848700002257,CU04737,PR005,BR006,2025-02-12,2026-08-22,CLOSED,INR,226463.23,CURRENT
AC02258,88262500002258,CU01503,PR005,BR003,2021-08-17,,DORMANT,INR,149085.08,CURRENT
AC02259,39612500002259,CU01186,PR005,BR002,2020-01-08,,ACTIVE,INR,3336.39,CURRENT
AC02260,92868600002260,CU02378,PR006,BR001,2024-06-19,,DORMANT,INR,62690.98,CURRENT
AC02261,77396100002261,CU01334,PR005,BR008,2018-11-23,,ACTIVE,INR,37133.12,CURRENT
AC02262,22757900002262,CU04663,PR007,BR009,2019-07-24,,DORMANT,INR,173050.57,FIXED_DEPOSIT
AC02263,17738900002263,CU01611,PR007,BR006,2018-11-15,,DORMANT,INR,53534.33,FIXED_DEPOSIT
AC02264,22955000002264,CU00844,PR008,BR003,2019-07-02,,ACTIVE,INR,47040.91,FIXED_DEPOSIT
AC02265,63467800002265,CU01278,PR001,BR003,2018-10-11,,DORMANT,INR,24122.20,SAVINGS
AC02266,56468600002266,CU03512,PR004,BR001,2024-12-08,,DORMANT,INR,78290.39,CURRENT
AC02267,75267600002267,CU04068,PR002,BR008,2018-09-17,2019-04-13,CLOSED,INR,242075.60,SAVINGS
AC02268,50258500002268,CU01205,PR001,BR001,2020-06-07,,ACTIVE,INR,72978.65,SAVINGS
AC02269,34671300002269,CU04681,PR001,BR002,2022-07-05,2026-08-29,CLOSED,INR,247161.20,SAVINGS
AC02270,11235400002270,CU00910,PR008,BR002,2023-06-21,,DORMANT,INR,78694.90,FIXED_DEPOSIT
AC02271,84576600002271,CU01523,PR009,BR006,2024-10-27,2025-12-10,CLOSED,INR,52860.88,FIXED_DEPOSIT
AC02272,60400000002272,CU00623,PR001,BR009,2020-08-11,2023-07-19,CLOSED,INR,119919.73,SAVINGS
AC02273,56295800002273,CU03885,PR003,BR001,2018-02-01,,ACTIVE,INR,23586.82,SAVINGS
AC02274,68014200002274,CU01577,PR004,BR010,2024-03-02,2025-09-03,CLOSED,INR,220077.95,CURRENT
AC02275,81546800002275,CU00115,PR004,BR003,2019-02-01,,DORMANT,INR,100855.14,CURRENT
AC02276,55904400002276,CU00705,PR001,BR002,2022-11-15,2024-08-01,CLOSED,INR,90040.66,SAVINGS
AC02277,64510800002277,CU02115,PR008,BR010,2018-05-17,,DORMANT,INR,67068.90,FIXED_DEPOSIT
AC02278,33714800002278,CU04593,PR002,BR008,2024-12-14,2025-12-12,CLOSED,INR,19050.68,SAVINGS
AC02279,46199700002279,CU03732,PR004,BR010,2023-02-22,,ACTIVE,INR,26686.03,CURRENT
AC02280,46494000002280,CU04677,PR003,BR010,2022-03-22,2023-10-23,CLOSED,INR,178259.49,SAVINGS
AC02281,67830400002281,CU01867,PR009,BR006,2018-10-06,,DORMANT,INR,89121.28,FIXED_DEPOSIT
AC02282,56036800002282,CU01209,PR007,BR006,2018-11-20,,ACTIVE,INR,46427.72,FIXED_DEPOSIT
AC02283,16627300002283,CU03151,PR009,BR005,2024-08-28,2026-08-26,CLOSED,INR,139605.74,FIXED_DEPOSIT
AC02284,91621700002284,CU03628,PR006,BR006,2022-03-03,,DORMANT,INR,125725.48,CURRENT
AC02285,73995300002285,CU03945,PR005,BR010,2023-08-23,,ACTIVE,INR,23449.94,CURRENT
AC02286,47632300002286,CU04101,PR004,BR010,2023-02-10,,DORMANT,INR,230136.83,CURRENT
AC02287,42859000002287,CU03821,PR005,BR007,2025-02-19,,DORMANT,INR,92396.08,CURRENT
AC02288,88018000002288,CU01481,PR006,BR010,2025-03-15,,ACTIVE,INR,50482.40,CURRENT
AC02289,46137700002289,CU03303,PR006,BR008,2025-08-26,2026-08-28,CLOSED,INR,145653.51,CURRENT
AC02290,17752600002290,CU04197,PR001,BR002,2024-10-12,,ACTIVE,INR,14910.04,SAVINGS
AC02291,70275600002291,CU04442,PR003,BR003,2018-11-07,2020-05-01,CLOSED,INR,138949.44,SAVINGS
AC02292,82728000002292,CU03958,PR007,BR010,2019-04-15,2024-05-11,CLOSED,INR,139520.34,FIXED_DEPOSIT
AC02293,86274500002293,CU04183,PR009,BR010,2025-08-24,,ACTIVE,INR,4842.89,FIXED_DEPOSIT
AC02294,31683000002294,CU04235,PR009,BR003,2025-05-28,2026-08-29,CLOSED,INR,74607.85,FIXED_DEPOSIT
AC02295,32982500002295,CU02902,PR002,BR002,2023-01-09,,DORMANT,INR,114865.28,SAVINGS
AC02296,80196400002296,CU04289,PR001,BR004,2024-08-08,,DORMANT,INR,30896.86,SAVINGS
AC02297,32600400002297,CU00393,PR004,BR002,2022-06-04,,DORMANT,INR,91176.92,CURRENT
AC02298,31443900002298,CU02597,PR004,BR001,2023-01-10,,DORMANT,INR,77919.17,CURRENT
AC02299,50883100002299,CU02011,PR006,BR009,2025-01-09,2026-08-25,CLOSED,INR,118757.62,CURRENT
AC02300,41043300002300,CU02889,PR008,BR007,2025-04-27,,DORMANT,INR,151565.63,FIXED_DEPOSIT
AC02301,33381900002301,CU01403,PR003,BR010,2020-03-31,,ACTIVE,INR,16214.91,SAVINGS
AC02302,12434100002302,CU01643,PR002,BR005,2022-01-10,,ACTIVE,INR,64264.69,SAVINGS
AC02303,91914000002303,CU02680,PR008,BR003,2025-04-18,,DORMANT,INR,205404.82,FIXED_DEPOSIT
AC02304,36463400002304,CU01746,PR004,BR002,2023-12-23,,DORMANT,INR,147928.63,CURRENT
AC02305,58894000002305,CU00645,PR003,BR007,2019-05-25,,ACTIVE,INR,25175.25,SAVINGS
AC02306,97585200002306,CU00122,PR004,BR001,2019-10-08,,DORMANT,INR,48070.55,CURRENT
AC02307,74107300002307,CU04555,PR008,BR004,2023-12-14,2026-08-23,CLOSED,INR,149869.42,FIXED_DEPOSIT
AC02308,16091400002308,CU03068,PR003,BR005,2025-06-25,2026-08-22,CLOSED,INR,158645.79,SAVINGS
AC02309,63254100002309,CU02287,PR006,BR010,2021-06-18,2025-08-16,CLOSED,INR,70633.69,CURRENT
AC02310,55811000002310,CU00628,PR003,BR002,2023-03-19,,ACTIVE,INR,24560.17,SAVINGS
AC02311,79735900002311,CU04076,PR005,BR006,2025-01-04,2026-08-20,CLOSED,INR,99429.79,CURRENT
AC02312,50770500002312,CU04378,PR008,BR005,2024-03-06,,ACTIVE,INR,73396.11,FIXED_DEPOSIT
AC02313,79360500002313,CU03909,PR009,BR004,2019-10-19,,ACTIVE,INR,127119.40,FIXED_DEPOSIT
AC02314,54532600002314,CU04411,PR006,BR006,2021-01-27,,ACTIVE,INR,2004.09,CURRENT
AC02315,67402300002315,CU02087,PR001,BR006,2022-02-08,,DORMANT,INR,157644.65,SAVINGS
AC02316,89767700002316,CU00913,PR002,BR001,2024-11-01,,DORMANT,INR,204937.27,SAVINGS
AC02317,65360300002317,CU00395,PR002,BR006,2025-04-26,,ACTIVE,INR,213.74,SAVINGS
AC02318,96130800002318,CU03243,PR001,BR007,2018-02-21,2020-05-21,CLOSED,INR,216666.43,SAVINGS
AC02319,67922600002319,CU01240,PR003,BR006,2021-03-26,2025-03-27,CLOSED,INR,188061.78,SAVINGS
AC02320,94224700002320,CU00813,PR004,BR001,2025-06-26,2026-08-27,CLOSED,INR,227080.06,CURRENT
AC02321,22717600002321,CU00812,PR003,BR004,2023-12-12,2024-10-17,CLOSED,INR,26528.72,SAVINGS
AC02322,70504600002322,CU02522,PR002,BR010,2018-05-11,,DORMANT,INR,27826.15,SAVINGS
AC02323,23047900002323,CU02178,PR004,BR010,2022-05-28,,DORMANT,INR,103187.32,CURRENT
AC02324,88912200002324,CU03996,PR005,BR007,2018-01-21,2020-10-01,CLOSED,INR,26002.61,CURRENT
AC02325,68448600002325,CU01772,PR007,BR004,2019-04-16,,DORMANT,INR,44210.86,FIXED_DEPOSIT
AC02326,45989800002326,CU02325,PR002,BR001,2020-12-19,,DORMANT,INR,165401.13,SAVINGS
AC02327,86746300002327,CU02945,PR001,BR001,2021-01-01,,DORMANT,INR,127037.11,SAVINGS
AC02328,18999100002328,CU02422,PR006,BR010,2021-02-07,2023-03-06,CLOSED,INR,98865.83,CURRENT
AC02329,90536400002329,CU01654,PR004,BR002,2019-06-23,,ACTIVE,INR,51757.31,CURRENT
AC02330,66846800002330,CU01994,PR005,BR005,2023-06-13,2025-07-15,CLOSED,INR,161107.39,CURRENT
AC02331,19631300002331,CU04163,PR005,BR005,2021-09-25,2025-02-10,CLOSED,INR,114351.91,CURRENT
