card_id,account_id,customer_id,card_number,card_type,issue_date,expiry_date,card_status
CA00556,AC05216,CU01120,4382-5425-2811-6983,DEBIT,2022-07-26,2027-07-26,EXPIRED
CA00557,AC05118,CU01736,4999-8685-2954-2215,CREDIT,2024-11-24,2029-11-24,BLOCKED
CA00558,AC06204,CU00268,5493-1920-4664-6538,DEBIT,2022-05-21,2026-05-21,EXPIRED
CA00559,AC05223,CU02836,0160-7753-4412-4446,DEBIT,2024-07-05,2028-07-05,EXPIRED
CA00560,AC01389,CU03116,9006-5638-6121-6423,CREDIT,2025-07-21,2029-07-21,ACTIVE
CA00561,AC02278,CU04593,2202-5137-0695-2153,CREDIT,2024-07-11,2027-07-11,EXPIRED
CA00562,AC07220,CU02166,4071-5239-2104-8383,CREDIT,2023-03-09,2027-03-09,BLOCKED
CA00563,AC01014,CU04559,9272-2592-5227-9849,DEBIT,2021-04-18,2024-04-18,EXPIRED
CA00564,AC01304,CU00127,7291-7617-9125-5969,DEBIT,2025-01-26,2029-01-26,BLOCKED
CA00565,AC07588,CU02155,0417-5440-1187-4895,DEBIT,2022-08-15,2027-08-15,ACTIVE
CA00566,AC04945,CU02136,7335-5925-8472-3298,DEBIT,2025-05-22,2028-05-22,BLOCKED
CA00567,AC06067,CU03940,1441-9567-2000-0475,DEBIT,2024-11-09,2029-11-09,BLOCKED
CA00568,AC06883,CU03883,7029-1576-9778-1745,DEBIT,2021-11-28,2025-11-28,BLOCKED
CA00569,AC02334,CU00604,4803-4508-1192-3176,CREDIT,2024-08-30,2028-08-30,EXPIRED
CA00570,AC06612,CU04434,7396-3839-3406-6496,CREDIT,2023-03-05,2027-03-05,ACTIVE
CA00571,AC04133,CU03990,7163-5376-8678-3386,CREDIT,2022-08-15,2025-08-15,ACTIVE
CA00572,AC05203,CU03114,1989-2511-9452-6429,DEBIT,2024-02-29,2027-02-28,EXPIRED
CA00573,AC00220,CU01389,8814-8480-9556-6186,CREDIT,2025-01-12,2030-01-12,ACTIVE
CA00574,AC06891,CU00736,5642-3836-5062-9884,DEBIT,2023-05-12,2027-05-12,BLOCKED
CA00575,AC04148,CU04540,0122-9082-9919-1595,DEBIT,2022-09-19,2025-09-19,BLOCKED
CA00576,AC01115,CU00111,2548-3819-0739-1981,CREDIT,2022-03-27,2027-03-27,EXPIRED
CA00577,AC03487,CU03385,0368-9357-1046-0301,DEBIT,2025-07-23,2028-07-23,BLOCKED
CA00578,AC05089,CU04285,7450-7894-7464-8719,DEBIT,2023-07-04,2026-07-04,EXPIRED
CA00579,AC02808,CU04728,6907-9421-0070-6081,DEBIT,2023-04-24,2028-04-24,BLOCKED
CA00580,AC00204,CU04724,0143-8393-7476-0667,DEBIT,2025-07-14,2030-07-14,EXPIRED
CA00581,AC06284,CU03222,3479-4596-6385-2906,DEBIT,2020-04-28,2023-04-28,ACTIVE
CA00582,AC01151,CU01761,0666-4740-7565-2549,CREDIT,2025-01-05,2029-01-05,BLOCKED
CA00583,AC00525,CU00188,9928-2151-9641-2589,DEBIT,2022-12-25,2027-12-25,ACTIVE
CA00584,AC07992,CU02699,2200-8074-0361-6202,CREDIT,2024-07-28,2027-07-28,ACTIVE
CA00585,AC06997,CU04855,9982-8704-2700-0684,CREDIT,2025-02-19,2028-02-19,EXPIRED
CA00586,AC04654,CU04954,2013-9310-8690-9706,DEBIT,2024-07-04,2027-07-04,BLOCKED
CA00587,AC05765,CU02474,5722-7106-8619-4096,DEBIT,2024-09-29,2029-09-29,ACTIVE
CA00588,AC04231,CU02273,1857-2605-7036-0203,DEBIT,2024-09-26,2027-09-26,BLOCKED
CA00589,AC00806,CU02715,0527-3186-4359-6514,DEBIT,2024-09-22,2027-09-22,BLOCKED
CA00590,AC04417,CU01569,4263-0159-1603-9483,CREDIT,2020-02-19,2023-02-19,BLOCKED
CA00591,AC06593,CU01580,7016-9193-9929-4608,CREDIT,2021-06-08,2026-06-08,EXPIRED
CA00592,AC03155,CU03668,5167-3185-1081-6082,CREDIT,2021-10-29,2025-10-29,EXPIRED
CA00593,AC06676,CU02340,2896-6078-5850-8148,DEBIT,2022-11-14,2025-11-14,EXPIRED
CA00594,AC05293,CU02362,4262-6105-6495-9695,CREDIT,2025-07-18,2029-07-18,EXPIRED
CA00595,AC02948,CU03787,3821-9865-7929-9384,CREDIT,2023-10-16,2027-10-16,EXPIRED
CA00596,AC05938,CU04877,4680-0225-9641-8477,CREDIT,2020-01-25,2023-01-25,EXPIRED
CA00597,AC06804,CU04081,8063-6569-0641-8992,CREDIT,2025-05-13,2028-05-13,BLOCKED
CA00598,AC03268,CU03194,0599-7106-6035-1343,CREDIT,2023-11-03,2028-11-03,ACTIVE
CA00599,AC07446,CU02801,1526-6729-4759-7155,CREDIT,2023-12-09,2026-12-09,EXPIRED
CA00600,AC06638,CU03581,0457-2053-7020-2509,CREDIT,2024-12-13,2028-12-13,BLOCKED
CA00601,AC07450,CU04828,0820-2784-8142-4767,CREDIT,2025-08-30,2029-08-30,EXPIRED
CA00602,AC03531,CU04220,9351-1705-7110-9556,CREDIT,2023-03-25,2028-03-25,EXPIRED
CA00603,AC02516,CU04033,0747-6263-2948-7215,CREDIT,2023-11-02,2028-11-02,BLOCKED
CA00604,AC07830,CU04152,2923-2923-0716-0119,CREDIT,2024-04-08,2029-04-08,ACTIVE
CA00605,AC00144,CU01681,3892-5594-9270-6999,CREDIT,2023-05-01,2028-05-01,ACTIVE
CA00606,AC04730,CU03087,9515-7388-5928-5560,CREDIT,2023-09-29,2028-09-29,ACTIVE
CA00607,AC07136,CU02501,0542-5042-2463-9625,CREDIT,2025-06-15,2029-06-15,EXPIRED
CA00608,AC07883,CU03074,4017-4013-7407-2434,CREDIT,2023-10-16,2027-10-16,ACTIVE
CA00609,AC06749,CU00892,7544-0097-0633-1525,CREDIT,2023-11-04,2027-11-04,ACTIVE
CA00610,AC04042,CU03273,0385-2177-9926-6810,DEBIT,2021-09-25,2026-09-25,EXPIRED
CA00611,AC01251,CU03331,0703-2398-0653-2412,CREDIT,2024-09-09,2027-09-09,BLOCKED
CA00612,AC07419,CU04505,4677-6155-1197-4947,DEBIT,2023-07-16,2027-07-16,BLOCKED
CA00613,AC01639,CU00538,0015-3890-1808-3292,DEBIT,2024-03-01,2028-03-01,BLOCKED
CA00614,AC03776,CU02912,9499-3741-5748-5417,CREDIT,2020-04-14,2024-04-14,BLOCKED
CA00615,AC03214,CU01798,8365-8832-5914-2553,DEBIT,2022-04-15,2025-04-15,EXPIRED
CA00616,AC03346,CU00557,4167-8425-5429-1514,DEBIT,2020-11-11,2025-11-11,BLOCKED
CA00617,AC07702,CU03251,2875-0470-5132-7759,DEBIT,2023-11-07,2027-11-07,ACTIVE
CA00618,AC01049,CU02968,0298-0262-4812-2613,DEBIT,2025-06-27,2030-06-27,BLOCKED
CA00619,AC02939,CU02723,3650-6571-2252-8183,CREDIT,2021-03-05,2026-03-05,BLOCKED
CA00620,AC05355,CU00514,1662-5918-3055-0285,DEBIT,2020-09-11,2025-09-11,EXPIRED
CA00621,AC07613,CU03539,3738-4595-1231-2635,DEBIT,2022-07-22,2025-07-22,BLOCKED
CA00622,AC07961,CU04476,5294-7525-9735-4155,CREDIT,2023-07-26,2026-07-26,BLOCKED
CA00623,AC00180,CU01919,9441-3808-5884-1211,CREDIT,2025-10-25,2029-10-25,ACTIVE
CA00624,AC02093,CU00579,4724-2330-2450-5018,CREDIT,2020-11-24,2024-11-24,ACTIVE
CA00625,AC01840,CU00866,0034-4390-1688-2633,DEBIT,2025-10-19,2028-10-19,BLOCKED
CA00626,AC04391,CU04361,6334-4405-9862-6134,DEBIT,2024-09-29,2029-09-29,ACTIVE
CA00627,AC07786,CU01517,5529-1057-5114-7083,CREDIT,2024-07-07,2027-07-07,EXPIRED
CA00628,AC01031,CU04291,6378-8416-2619-4848,CREDIT,2023-09-17,2028-09-17,EXPIRED
CA00629,AC01746,CU00245,5945-0727-8627-1340,DEBIT,2023-01-07,2027-01-07,EXPIRED
CA00630,AC07344,CU03087,8419-9039-1207-9240,CREDIT,2022-11-14,2027-11-14,BLOCKED
CA00631,AC05057,CU04070,4907-5176-1645-8900,CREDIT,2022-09-16,2025-09-16,EXPIRED
CA00632,AC07480,CU00857,7413-6584-1035-6041,DEBIT,2020-05-08,2025-05-08,EXPIRED
CA00633,AC03019,CU04549,5738-4183-4023-6483,CREDIT,2020-01-18,2025-01-18,BLOCKED
CA00634,AC00118,CU04552,0384-8078-8807-1686,CREDIT,2022-08-18,2025-08-18,ACTIVE
CA00635,AC05891,CU03430,1177-2719-1283-6639,DEBIT,2021-04-06,2025-04-06,ACTIVE
CA00636,AC05717,CU03741,7231-0537-9406-0494,CREDIT,2024-09-22,2027-09-22,EXPIRED
CA00637,AC05397,CU03500,4015-5394-0213-2914,DEBIT,2025-11-13,2028-11-13,EXPIRED
CA00638,AC04034,CU03939,5746-9110-4513-4420,DEBIT,2024-07-02,2027-07-02,ACTIVE
CA00639,AC04554,CU01295,5172-2922-7420-9699,DEBIT,2025-12-08,2029-12-08,BLOCKED
CA00640,AC02220,CU04481,3397-2127-4818-4263,CREDIT,2022-10-19,2027-10-19,ACTIVE
CA00641,AC06746,CU00840,6219-2510-5183-1366,CREDIT,2023-02-07,2027-02-07,EXPIRED
CA00642,AC05510,CU01952,1771-6031-9634-5908,DEBIT,2025-02-10,2028-02-10,ACTIVE
CA00643,AC05707,CU04141,8112-2980-0366-5066,CREDIT,2025-04-05,2030-04-05,BLOCKED
CA00644,AC05935,CU01707,4932-5466-7257-6434,DEBIT,2023-12-17,2027-12-17,BLOCKED
CA00645,AC01969,CU03039,3969-4472-7176-3101,DEBIT,2025-06-09,2030-06-09,EXPIRED
CA00646,AC06963,CU02596,1887-0060-5245-6901,CREDIT,2025-07-08,2028-07-08,BLOCKED
CA00647,AC03241,CU02028,4378-1446-9320-4140,DEBIT,2020-05-27,2023-05-27,EXPIRED
CA00648,AC02935,CU04082,6020-5969-3402-8897,DEBIT,2021-09-27,2026-09-27,EXPIRED
CA00649,AC00606,CU04731,1134-3773-3732-7371,DEBIT,2024-10-10,2028-10-10,ACTIVE
CA00650,AC03200,CU00992,2190-8199-9214-0832,DEBIT,2025-01-11,2029-01-11,ACTIVE
CA00651,AC04570,CU01458,3304-0007-0271-5734,CREDIT,2021-03-21,2024-03-21,ACTIVE
CA00652,AC07201,CU02075,9673-2779-8740-8129,CREDIT,2024-01-05,2028-01-05,BLOCKED
CA00653,AC03780,CU04903,1971-2294-7477-8777,CREDIT,2022-11-16,2027-11-16,EXPIRED
CA00654,AC06788,CU00076,6429-0121-2585-0450,CREDIT,2022-11-19,2026-11-19,ACTIVE
CA00655,AC07553,CU00874,4054-3139-1336-0266,CREDIT,2025-11-02,2030-11-02,BLOCKED
CA00656,AC05042,CU03859,6351-5621-1074-8113,DEBIT,2025-06-30,2030-06-30,BLOCKED
CA00657,AC03423,CU01466,6437-1824-2486-1950,DEBIT,2021-01-13,2024-01-13,EXPIRED
CA00658,AC00189,CU04333,5781-6529-8189-8605,CREDIT,2024-11-12,2028-11-12,ACTIVE
CA00659,AC02352,CU03956,8010-1052-5694-2254,DEBIT,2021-02-01,2024-02-01,BLOCKED
CA00660,AC06482,CU03972,1162-9251-6072-1822,DEBIT,2023-07-23,2027-07-23,ACTIVE
CA00661,AC02581,CU04978,9750-1785-4841-5663,CREDIT,2021-02-18,2026-02-18,BLOCKED
CA00662,AC06059,CU04604,1857-3565-5435-2535,DEBIT,2020-06-14,2025-06-14,BLOCKED
CA00663,AC03384,CU02633,3108-5560-0315-8515,DEBIT,2021-02-18,2026-02-18,ACTIVE
CA00664,AC01884,CU01451,8887-7343-1903-9156,DEBIT,2024-08-10,2029-08-10,BLOCKED
CA00665,AC07925,CU01012,0792-2504-9145-9393,CREDIT,2022-11-16,2027-11-16,ACTIVE
CA00666,AC07739,CU04060,6597-2692-9349-3789,CREDIT,2025-07-12,2029-07-12,ACTIVE
CA00667,AC04090,CU00198,9241-1394-7957-0049,DEBIT,2023-10-10,2028-10-10,BLOCKED
CA00668,AC05162,CU03463,2537-3997-1773-6170,DEBIT,2022-02-11,2025-02-11,EXPIRED
CA00669,AC03787,CU03091,1192-0507-1636-5974,CREDIT,2020-07-23,2025-07-23,ACTIVE
CA00670,AC04547,CU01250,7672-9332-4058-2285,DEBIT,2025-11-03,2029-11-03,BLOCKED
CA00671,AC04067,CU03155,5457-2089-3440-3157,DEBIT,2025-02-03,2028-02-03,BLOCKED
CA00672,AC00246,CU00651,5551-5594-2092-7033,DEBIT,2021-08-17,2025-08-17,EXPIRED
CA00673,AC07207,CU01733,5707-2949-2466-4005,CREDIT,2022-01-14,2027-01-14,BLOCKED
CA00674,AC05236,CU03418,1367-5713-7921-8485,CREDIT,2020-03-22,2024-03-22,EXPIRED
CA00675,AC04327,CU01221,5494-6348-0110-4026,CREDIT,2022-11-25,2025-11-25,ACTIVE
CA00676,AC00306,CU03471,1151-0931-9799-3945,DEBIT,2025-06-26,2029-06-26,BLOCKED
CA00677,AC07187,CU03684,4734-9764-3733-4691,DEBIT,2024-01-04,2028-01-04,BLOCKED
CA00678,AC06322,CU02479,8687-7475-1797-9189,DEBIT,2024-10-21,2028-10-21,EXPIRED
CA00679,AC03822,CU00677,0407-6622-3574-1081,DEBIT,2025-09-20,2030-09-20,EXPIRED
CA00680,AC02338,CU02645,5157-1586-9360-5951,CREDIT,2025-03-08,2030-03-08,BLOCKED
CA00681,AC05555,CU01422,8849-7955-1993-1980,CREDIT,2021-05-11,2025-05-11,ACTIVE
CA00682,AC04276,CU03697,7716-3027-2537-7283,DEBIT,2025-02-05,2030-02-05,EXPIRED
CA00683,AC02576,CU02975,5242-9452-4991-6215,CREDIT,2020-03-07,2023-03-07,EXPIRED
CA00684,AC00318,CU04852,7222-8114-9730-2463,CREDIT,2024-07-12,2028-07-12,ACTIVE
CA00685,AC01486,CU01305,2605-0185-5343-0033,DEBIT,2023-11-24,2026-11-24,BLOCKED
CA00686,AC07013,CU01614,2883-4126-3940-6480,DEBIT,2020-11-05,2023-11-05,BLOCKED
CA00687,AC04965,CU01457,0473-4207-9397-5298,CREDIT,2022-10-17,2025-10-17,ACTIVE
CA00688,AC00195,CU04594,3908-5078-3896-7570,DEBIT,2025-12-29,2030-12-29,BLOCKED
CA00689,AC04867,CU00073,3011-2118-0165-6186,DEBIT,2025-02-01,2028-02-01,ACTIVE
CA00690,AC05839,CU03137,6371-9781-5350-8769,DEBIT,2025-06-24,2030-06-24,BLOCKED
CA00691,AC07167,CU00964,2467-0735-3699-4894,DEBIT,2025-06-24,2029-06-24,ACTIVE
CA00692,AC07903,CU04559,3095-4164-5022-6011,DEBIT,2020-01-05,2025-01-05,BLOCKED
CA00693,AC02431,CU01293,3541-0445-4682-1527,CREDIT,2021-09-08,2025-09-08,EXPIRED
CA00694,AC05076,CU03068,8219-8013-4961-4416,CREDIT,2021-04-03,2026-04-03,ACTIVE
CA00695,AC07109,CU00546,4503-3215-0525-7570,DEBIT,2023-08-15,2027-08-15,BLOCKED
CA00696,AC05947,CU03343,0499-0627-9310-0726,CREDIT,2025-08-19,2028-08-19,ACTIVE
CA00697,AC01731,CU03552,5685-2903-0926-3830,DEBIT,2022-12-28,2026-12-28,BLOCKED
CA00698,AC04499,CU02543,4844-8832-6168-6515,DEBIT,2020-09-27,2023-09-27,ACTIVE
CA00699,AC00625,CU00460,0852-9823-2227-9334,DEBIT,2025-03-22,2028-03-22,EXPIRED
CA00700,AC04151,CU02398,5480-5443-1700-2722,DEBIT,2024-05-04,2029-05-04,ACTIVE
CA00701,AC05212,CU04431,7506-5031-8903-7596,DEBIT,2020-05-04,2023-05-04,BLOCKED
CA00702,AC06233,CU02089,6617-1328-3826-0789,CREDIT,2020-10-30,2023-10-30,ACTIVE
CA00703,AC01680,CU00827,4595-6506-9605-8548,DEBIT,2022-08-09,2026-08-09,EXPIRED
CA00704,AC01378,CU03863,7597-2721-7839-6690,DEBIT,2023-01-16,2028-01-16,EXPIRED
CA00705,AC00235,CU00997,9126-5417-9915-8629,CREDIT,2024-09-30,2029-09-30,EXPIRED
CA00706,AC07239,CU04018,0630-6033-1315-4133,DEBIT,2022-11-27,2027-11-27,BLOCKED
CA00707,AC05058,CU00201,0389-7421-4324-8405,DEBIT,2021-05-10,2024-05-10,ACTIVE
CA00708,AC01773,CU01411,0769-8059-9211-0927,DEBIT,2020-12-10,2023-12-10,EXPIRED
CA00709,AC00035,CU03775,3757-7980-8191-1977,DEBIT,2023-09-26,2028-09-26,EXPIRED
CA00710,AC01729,CU02086,6900-6389-9734-8077,CREDIT,2023-04-05,2027-04-05,EXPIRED
CA00711,AC04030,CU01091,6525-8164-3952-0530,DEBIT,2021-01-19,2025-01-19,EXPIRED
CA00712,AC07076,CU02472,1954-3989-4307-2487,CREDIT,2022-08-02,2025-08-02,EXPIRED
CA00713,AC02458,CU03882,9289-2440-6607-8472,DEBIT,2022-08-14,2025-08-14,BLOCKED
CA00714,AC05895,CU00170,8194-8799-2824-3057,CREDIT,2025-10-02,2028-10-02,BLOCKED
CA00715,AC00649,CU01322,6792-5247-4978-9679,DEBIT,2021-07-10,2024-07-10,EXPIRED
CA00716,AC01139,CU02859,2882-8276-1921-8775,DEBIT,2023-05-27,2028-05-27,ACTIVE
CA00717,AC01336,CU04091,4851-3403-0305-2381,DEBIT,2023-08-19,2028-08-19,ACTIVE
CA00718,AC03274,CU00778,4881-9656-1466-6749,DEBIT,2025-08-12,2028-08-12,BLOCKED
CA00719,AC06711,CU04603,5209-5797-4294-1169,CREDIT,2021-05-22,2026-05-22,EXPIRED
CA00720,AC04591,CU00684,2534-3255-0307-8046,CREDIT,2024-09-22,2029-09-22,BLOCKED
CA00721,AC03621,CU00708,0611-5195-2281-0391,DEBIT,2021-08-29,2024-08-29,BLOCKED
CA00722,AC03916,CU00945,2804-1518-7057-7459,DEBIT,2024-07-31,2028-07-31,ACTIVE
CA00723,AC06821,CU01994,2671-4823-7795-5769,DEBIT,2020-09-08,2023-09-08,EXPIRED
CA00724,AC01663,CU01967,6625-0303-0850-4669,CREDIT,2021-01-16,2025-01-16,EXPIRED
CA00725,AC03259,CU03306,4676-6291-7908-5476,DEBIT,2021-08-13,2024-08-13,EXPIRED
CA00726,AC07160,CU04299,0384-9064-4637-5779,DEBIT,2023-12-26,2027-12-26,EXPIRED
CA00727,AC07890,CU00634,5344-5168-6235-8160,DEBIT,2025-06-23,2028-06-23,ACTIVE
CA00728,AC05899,CU01788,1418-8466-8476-1785,DEBIT,2022-10-14,2025-10-14,EXPIRED
CA00729,AC05482,CU00315,8831-0805-4609-8134,DEBIT,2022-07-22,2026-07-22,ACTIVE
CA00730,AC01915,CU02127,9744-5835-0295-4571,DEBIT,2024-07-31,2028-07-31,BLOCKED
CA00731,AC00963,CU03285,2568-8541-8468-0575,DEBIT,2023-06-29,2028-06-29,ACTIVE
CA00732,AC03572,CU00113,1016-9531-8132-0115,DEBIT,2024-07-17,2027-07-17,ACTIVE
CA00733,AC06273,CU02646,1533-6696-6281-4915,CREDIT,2021-01-06,2025-01-06,EXPIRED
CA00734,AC05842,CU04731,6984-0123-8043-2768,CREDIT,2023-12-12,2027-12-12,BLOCKED
CA00735,AC06068,CU00699,7992-3508-4043-7057,DEBIT,2025-06-20,2028-06-20,BLOCKED
CA00736,AC02844,CU02043,1753-7263-9470-8332,CREDIT,2022-11-29,2025-11-29,EXPIRED
CA00737,AC06053,CU00449,8809-3169-6377-3633,DEBIT,2021-07-22,2025-07-22,EXPIRED
CA00738,AC07292,CU03031,9603-4724-9869-4686,CREDIT,2025-12-09,2028-12-09,BLOCKED
CA00739,AC05536,CU04143,6905-6565-0062-9024,CREDIT,2021-09-21,2025-09-21,ACTIVE
CA00740,AC06261,CU00238,4260-3676-9676-8151,CREDIT,2022-02-22,2027-02-22,EXPIRED
CA00741,AC04707,CU03870,5652-4991-5285-6215,DEBIT,2020-04-01,2024-04-01,BLOCKED
CA00742,AC04803,CU02595,0130-8450-1640-3437,DEBIT,2023-11-01,2026-11-01,BLOCKED
CA00743,AC07358,CU04996,2697-5180-4176-2760,DEBIT,2024-12-04,2029-12-04,ACTIVE
CA00744,AC03592,CU01635,2241-6391-6371-2601,DEBIT,2020-04-18,2023-04-18,EXPIRED
CA00745,AC07726,CU03228,0796-0739-1635-5276,CREDIT,2025-12-07,2029-12-07,ACTIVE
CA00746,AC02802,CU02649,0136-6528-6644-2891,DEBIT,2022-10-20,2025-10-20,EXPIRED
CA00747,AC07281,CU00131,0783-7706-3041-1336,DEBIT,2025-02-26,2028-02-26,EXPIRED
CA00748,AC06695,CU01968,0143-1560-6904-8116,DEBIT,2025-01-16,2030-01-16,BLOCKED
CA00749,AC00444,CU01847,1204-2078-1078-4983,CREDIT,2021-12-31,2025-12-31,BLOCKED
CA00750,AC04758,CU02560,3290-3751-8267-1255,CREDIT,2024-08-07,2028-08-07,BLOCKED
CA00751,AC03028,CU01513,0389-8987-7821-9779,DEBIT,2020-11-08,2025-11-08,ACTIVE
CA00752,AC06097,CU04074,9520-4138-9756-9984,CREDIT,2021-03-19,2026-03-19,ACTIVE
CA00753,AC00975,CU03001,4863-4552-4465-6231,CREDIT,2021-03-03,2026-03-03,EXPIRED
CA00754,AC06505,CU03147,7524-9972-9324-1696,DEBIT,2023-09-19,2027-09-19,BLOCKED
CA00755,AC01593,CU03500,7343-0843-6861-4867,DEBIT,2023-12-22,2026-12-22,ACTIVE
CA00756,AC06619,CU01419,0023-7063-1097-1014,CREDIT,2020-11-15,2023-11-15,EXPIRED
CA00757,AC07374,CU04754,6010-2239-7869-9238,CREDIT,2024-11-04,2027-11-04,ACTIVE
CA00758,AC02616,CU00530,7216-5053-8516-2434,CREDIT,2020-02-08,2023-02-08,ACTIVE
CA00759,AC01416,CU02506,6154-7566-6308-2292,DEBIT,2022-10-05,2027-10-05,BLOCKED
CA00760,AC07822,CU03799,9215-4848-7798-9510,CREDIT,2021-06-28,2024-06-28,EXPIRED
CA00761,AC05142,CU01531,2288-8279-8859-9135,DEBIT,2023-01-01,2026-01-01,ACTIVE
CA00762,AC06684,CU01920,1936-7057-9059-6887,DEBIT,2021-07-16,2025-07-16,BLOCKED
CA00763,AC03275,CU02426,9821-8765-5472-2802,CREDIT,2022-11-14,2026-11-14,ACTIVE
CA00764,AC02264,CU00844,9540-7733-7922-0332,CREDIT,2024-09-11,2029-09-11,ACTIVE
CA00765,AC07570,CU04873,9412-6818-2196-4180,CREDIT,2023-04-30,2026-04-30,ACTIVE
CA00766,AC02230,CU03157,0344-4103-8922-2459,CREDIT,2025-07-24,2028-07-24,ACTIVE
CA00767,AC05312,CU00067,1873-5676-9417-6758,DEBIT,2025-12-19,2030-12-19,ACTIVE
CA00768,AC00154,CU01795,3897-9087-2487-0014,DEBIT,2022-02-14,2025-02-14,ACTIVE
CA00769,AC07016,CU04142,7913-6937-8502-2966,DEBIT,2022-08-25,2025-08-25,ACTIVE
CA00770,AC00804,CU04504,5548-2773-2824-3007,DEBIT,2024-03-12,2027-03-12,BLOCKED
CA00771,AC07547,CU01562,4747-2904-1603-0696,CREDIT,2021-08-12,2026-08-12,ACTIVE
CA00772,AC03298,CU04485,7267-4454-9021-1150,CREDIT,2020-09-11,2025-09-11,EXPIRED
CA00773,AC02549,CU03281,7321-3424-0991-6406,CREDIT,2021-06-03,2024-06-03,ACTIVE
CA00774,AC06611,CU00127,1846-2337-8729-8392,CREDIT,2021-09-29,2024-09-29,EXPIRED
CA00775,AC03456,CU04389,7236-2581-3096-3038,CREDIT,2024-06-03,2029-06-03,ACTIVE
CA00776,AC07264,CU04167,3220-7552-3306-3859,DEBIT,2020-04-01,2025-04-01,ACTIVE
CA00777,AC01788,CU01287,4888-8029-1680-6250,CREDIT,2021-06-23,2024-06-23,ACTIVE
CA00778,AC05165,CU02430,4580-8179-6876-7874,DEBIT,2021-01-01,2025-01-01,EXPIRED
CA00779,AC05736,CU04906,5607-6902-2178-0461,DEBIT,2024-05-28,2029-05-28,BLOCKED
CA00780,AC02253,CU01925,4779-7605-1095-5260,DEBIT,2022-02-03,2027-02-03,ACTIVE
CA00781,AC01024,CU01419,6753-9751-2689-9035,DEBIT,2024-05-28,2029-05-28,ACTIVE
CA00782,AC04123,CU04600,8159-4632-4013-5305,DEBIT,2021-03-14,2025-03-14,ACTIVE
CA00783,AC00512,CU02052,8894-2289-1394-7680,CREDIT,2024-11-04,2027-11-04,EXPIRED
CA00784,AC00217,CU03391,7972-5339-3352-2333,CREDIT,2021-02-05,2024-02-05,EXPIRED
CA00785,AC06558,CU00265,3237-9023-4726-1993,DEBIT,2025-03-21,2030-03-21,ACTIVE
CA00786,AC06115,CU02924,3671-6104-0202-1187,DEBIT,2021-10-25,2025-10-25,BLOCKED
CA00787,AC01455,CU04002,8429-4746-6621-3047,CREDIT,2025-07-15,2030-07-15,EXPIRED
CA00788,AC00717,CU01791,0119-4258-1661-0267,DEBIT,2021-06-07,2024-06-07,EXPIRED
CA00789,AC00332,CU00441,5276-7893-7064-1633,DEBIT,2021-11-28,2025-11-28,EXPIRED
CA00790,AC03630,CU03206,9416-5325-3029-3596,DEBIT,2025-09-01,2029-09-01,ACTIVE
CA00791,AC04592,CU02071,8427-5182-9693-9661,CREDIT,2024-04-19,2027-04-19,BLOCKED
CA00792,AC03162,CU00406,0429-4846-2988-5818,DEBIT,2024-03-17,2027-03-17,BLOCKED
CA00793,AC04760,CU02711,2716-5113-6564-2539,CREDIT,2020-10-21,2024-10-21,BLOCKED
CA00794,AC01785,CU01937,6922-8009-8766-7992,DEBIT,2023-06-13,2028-06-13,ACTIVE
CA00795,AC06957,CU03004,5310-2517-2532-7231,CREDIT,2021-02-12,2026-02-12,ACTIVE
CA00796,AC05667,CU04404,5308-4827-8499-6449,DEBIT,2021-01-13,2026-01-13,BLOCKED
CA00797,AC00032,CU03661,4712-5283-1695-9676,DEBIT,2025-06-26,2030-06-26,ACTIVE
CA00798,AC05002,CU03985,8063-9606-4806-7588,CREDIT,2021-08-31,2025-08-31,ACTIVE
CA00799,AC07122,CU04758,4245-8152-4554-5829,CREDIT,2024-12-25,2029-12-25,BLOCKED
CA00800,AC06429,CU01395,3797-7271-9312-1848,CREDIT,2021-04-30,2024-04-30,ACTIVE
CA00801,AC04524,CU03597,5965-5707-8185-1348,CREDIT,2024-10-15,2029-10-15,EXPIRED
CA00802,AC05692,CU03409,2011-9158-3203-1626,DEBIT,2020-10-22,2025-10-22,ACTIVE
CA00803,AC06859,CU03419,9232-3584-7932-7920,DEBIT,2020-09-12,2024-09-12,EXPIRED
CA00804,AC01127,CU04186,9405-0196-4838-7147,DEBIT,2025-05-19,2030-05-19,BLOCKED
CA00805,AC02263,CU01611,5552-1645-1900-0683,CREDIT,2020-08-05,2023-08-05,ACTIVE
CA00806,AC01195,CU01505,9328-4282-3587-8850,DEBIT,2020-10-01,2024-10-01,ACTIVE
CA00807,AC00038,CU02113,3057-6978-0680-7922,DEBIT,2025-04-16,2028-04-16,EXPIRED
CA00808,AC06013,CU03447,8707-9075-9267-8881,DEBIT,2023-07-28,2026-07-28,ACTIVE
CA00809,AC07314,CU04438,7321-0361-4116-7308,DEBIT,2022-08-25,2026-08-25,EXPIRED
CA00810,AC05382,CU02548,1316-6705-4739-4164,DEBIT,2021-04-27,2026-04-27,EXPIRED
CA00811,AC01348,CU02088,2259-6193-7237-0146,CREDIT,2021-01-05,2026-01-05,EXPIRED
CA00812,AC07768,CU02857,6705-0433-4823-5573,CREDIT,2024-11-17,2027-11-17,ACTIVE
CA00813,AC03838,CU04117,8101-9776-9668-7493,DEBIT,2022-04-28,2026-04-28,ACTIVE
